year,selling_price,km_driven,fuel,transmission,owner,engine,max_power
2017,350000,20000,2,2,1,998.0,67.04
2016,270000,30000,2,2,2,999.0,67.0
2013,235000,40000,2,2,1,814.0,55.2
2016,500000,60000,2,2,0,1197.0,81.8
2012,220000,111000,2,2,0,796.0,46.3
2014,380000,70000,1,2,1,1248.0,74.0
2010,160000,100000,2,2,2,998.0,67.1
2010,160000,100000,2,2,2,998.0,67.1
2017,339000,25000,2,2,0,998.0,68.05
2011,229999,100000,2,2,0,1596.0,99.6
2016,400000,35000,1,2,0,1198.0,77.0
2018,470000,25000,1,2,0,1186.0,73.97
2019,575000,20000,2,2,0,1194.0,94.93
2019,325000,1300,2,2,0,999.0,67.0
2014,350000,15000,2,2,0,998.0,67.04
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2016,300000,25000,2,2,0,799.0,53.3
2014,540000,150000,1,2,0,1461.0,108.5
2018,580000,10000,2,2,0,998.0,67.04
2017,459999,80000,1,2,0,1248.0,74.0
2015,635000,50000,1,2,0,1248.0,74.0
2014,650000,83000,1,2,2,1582.0,126.32
2013,525000,116000,1,2,1,1248.0,74.0
2015,350000,60000,2,2,2,1172.0,67.1
2008,320000,175802,1,2,2,1248.0,73.9
2011,227000,73840,2,2,0,1598.0,103.6
2011,325000,162000,1,2,1,2523.0,63.0
2013,300000,75000,2,2,2,1197.0,82.0
2015,550000,120000,1,2,1,1498.0,103.2
2016,550000,20000,2,2,0,1197.0,81.8
2017,900000,40000,1,1,0,1498.0,108.6
2010,165000,20000,2,2,0,796.0,46.3
2014,210000,70000,2,2,0,814.0,55.2
2016,650000,30000,1,2,0,1461.0,108.45
2014,680000,120000,1,2,0,2179.0,140.0
2019,390000,25000,2,2,0,999.0,67.0
2016,260000,80000,2,2,0,799.0,53.3
2013,450000,67000,2,2,0,1197.0,85.8
2008,130000,120000,2,2,1,1086.0,68.05
2019,890000,9000,1,2,0,1248.0,88.5
2010,225000,80000,2,2,1,1595.0,102.0
2010,210000,120000,1,2,0,1248.0,88.8
2014,750000,80000,1,2,1,1498.0,98.6
2011,350000,120000,1,2,1,2499.0,80.0
2017,270000,26442,2,2,0,998.0,68.05
2017,700000,35000,2,2,0,1373.0,91.1
2010,130000,28000,2,2,1,796.0,46.3
2015,650000,80000,1,2,0,1248.0,88.8
2017,475000,20000,2,1,0,998.0,67.0
2013,325000,50000,1,2,0,1461.0,84.8
2017,615000,40000,2,1,0,1199.0,88.7
2015,390000,15000,2,2,0,1197.0,82.0
2019,650000,15000,2,1,0,1197.0,81.8
2015,440000,30000,2,2,0,1197.0,81.8
2014,600000,70000,1,2,0,1498.0,98.6
2012,170000,80000,2,2,0,995.0,62.1
2013,499000,80000,1,2,0,2523.0,63.0
2012,525000,120000,1,2,0,1396.0,88.73
2015,580000,90000,1,2,0,1461.0,83.8
2016,420000,110000,1,2,1,1248.0,73.74
2016,800000,80000,1,2,0,1582.0,126.2
2020,600000,5000,2,2,0,1197.0,81.8
2017,400000,50000,2,2,0,1198.0,86.8
2017,700000,65000,1,2,0,1248.0,74.0
2017,800000,35000,1,2,0,1248.0,74.0
2015,600000,90000,1,2,0,1498.0,98.6
2016,580000,100000,1,2,0,1248.0,74.0
2016,350000,15000,2,2,0,799.0,53.3
2011,204999,147000,1,2,0,1399.0,68.0
2009,310000,120000,1,2,1,1396.0,90.0
2016,459999,69000,1,2,1,1498.0,99.0
2017,860000,80000,1,2,0,1248.0,88.5
2012,275000,97000,4,2,2,1086.0,68.1
2016,390000,15000,2,2,0,799.0,53.3
2017,484999,10000,2,2,0,998.0,67.04
2012,185000,60000,2,2,1,796.0,46.3
2018,665000,40142,1,2,0,1120.0,71.0
2019,721000,9400,2,2,0,1197.0,81.83
2016,390000,62000,1,2,0,1198.0,77.0
2011,190000,90000,1,2,0,1248.0,90.0
2019,975000,12584,1,2,0,2498.0,105.0
2016,275000,49000,2,2,0,1198.0,67.05
2016,315000,32000,2,2,0,796.0,47.3
2019,685000,4300,2,2,0,1197.0,81.86
2019,595000,14548,2,2,0,1197.0,81.8
2018,900000,44772,1,2,1,1498.0,98.96
2018,950000,48500,1,2,0,1248.0,88.5
2016,275000,38000,2,2,0,796.0,47.3
2017,570000,28782,2,2,0,1197.0,81.83
2018,700000,28451,2,2,0,1197.0,81.83
2018,910000,36500,1,2,0,1248.0,88.5
2018,751000,44885,1,2,0,1248.0,74.0
2014,225000,35000,2,2,0,814.0,55.2
2009,135000,110000,1,2,1,1405.0,71.0
2017,825000,79000,1,2,0,1248.0,88.5
2018,875000,50000,1,2,0,1248.0,88.5
2016,650000,81000,1,2,1,1248.0,88.5
2017,975000,41000,1,2,0,1582.0,126.2
2019,925000,50000,1,2,0,1248.0,88.5
2016,725000,66000,1,2,0,1248.0,88.8
2013,550000,65000,1,2,0,1248.0,88.76
2014,550000,76000,1,2,0,1396.0,88.73
2013,750000,95000,1,2,0,2494.0,102.0
2013,475000,55000,2,2,1,1497.0,118.0
2017,325000,65000,2,2,0,1198.0,67.05
2017,725000,76000,1,2,0,1248.0,88.5
2018,775000,47000,2,2,1,1373.0,93.7
2017,625000,70000,1,2,0,1248.0,74.0
2009,195000,56000,2,2,1,1458.625015808777,91.51791898382203
2014,470000,89000,1,2,0,1248.0,74.0
2018,1050000,70000,1,2,0,1396.0,88.7
2013,380000,57000,1,2,0,1248.0,74.0
2017,650000,70000,1,2,0,1248.0,74.0
2016,275000,49200,2,2,0,814.0,55.2
2009,220000,125000,2,2,1,1799.0,130.0
2008,200000,60000,2,2,1,1086.0,68.05
2015,315000,120000,2,2,1,1196.0,73.0
2007,120000,70000,2,2,1,1061.0,67.0
2006,90000,168000,2,2,1,998.0,67.1
2015,370000,60000,1,2,0,1120.0,70.0
2016,595000,131111,1,2,0,1248.0,74.0
2007,150000,120000,1,2,1,1461.0,65.0
2012,400000,58400,1,2,1,1248.0,73.9
2016,310000,23400,2,2,1,998.0,67.1
2018,385000,50000,2,2,0,998.0,67.04
2014,750000,90000,1,2,0,2179.0,140.0
2019,521000,3010,2,1,0,1086.0,68.0
2010,180000,80000,1,2,0,1248.0,88.8
2011,220000,155000,1,2,1,1399.0,68.0
2018,540000,4000,2,2,0,1197.0,81.86
2007,140000,35000,2,2,1,796.0,46.3
2015,650000,110000,1,2,1,1498.0,98.59
2010,229999,170000,1,2,1,1399.0,68.0
2010,305000,175000,1,2,2,1248.0,75.0
2008,200000,163000,1,2,0,1399.0,68.0
2008,200000,163000,1,2,0,1399.0,68.0
2010,465000,77088,1,2,0,2489.0,95.0
2011,210000,110000,1,2,2,1461.0,63.1
2016,570000,136511,1,2,0,2523.0,62.1
2015,570000,80000,2,2,0,1373.0,93.7
2015,650000,60000,2,2,0,1373.0,93.7
2016,620000,36000,2,2,0,1197.0,83.14
2012,250000,65000,2,2,1,998.0,67.1
2012,300000,60000,4,2,0,998.0,58.2
2013,300000,82500,1,2,0,1248.0,75.0
2018,810000,30000,1,2,1,1498.0,98.96
2011,270000,100000,1,2,2,1991.0,147.9
2015,470000,70000,1,2,1,1248.0,74.0
2017,400000,85000,1,2,0,1248.0,88.7
2014,300000,60000,2,2,1,998.0,67.04
2015,170000,20000,2,2,2,796.0,47.3
2014,455999,80000,1,2,0,1461.0,108.45
2009,121000,100000,1,2,1,2489.0,95.0
2016,650000,80000,1,2,1,1248.0,88.5
2017,350000,35000,2,2,0,1193.0,88.7
2013,125000,139000,1,2,0,936.0,57.6
2009,120000,120000,2,2,0,1458.625015808777,91.51791898382203
2008,250000,100000,2,2,0,1497.0,78.0
2011,225000,90000,1,2,0,1598.0,103.6
2007,215000,105000,1,2,1,2523.0,63.0
2017,450000,40000,1,2,1,1186.0,73.97
2017,509999,90000,2,2,0,1197.0,81.86
2015,245000,36710,2,2,1,796.0,47.3
2018,400000,50000,1,2,0,909.0,45.0
2016,620000,28180,1,2,0,1248.0,88.5
2017,650000,44000,1,2,0,1248.0,88.5
2019,590000,4000,2,2,0,1198.0,67.0
2014,370000,30000,1,2,0,1248.0,73.94
2013,350000,15000,2,2,0,1197.0,85.8
2017,580000,20000,2,2,0,1197.0,83.1
2018,450000,56000,2,2,0,1197.0,81.86
2017,600000,19000,2,2,0,1197.0,81.86
2017,450000,70000,2,2,0,1197.0,81.83
2009,150000,30000,1,2,0,1396.0,69.0
2019,400000,15000,2,2,0,1196.0,73.0
2013,185000,85000,2,2,0,796.0,47.3
2018,625000,50000,2,1,0,1197.0,81.8
2019,700000,20000,2,2,0,1197.0,81.86
2017,390000,25000,2,2,0,998.0,67.04
2018,625000,25000,2,2,0,1198.0,108.5
2014,400000,50000,2,2,0,1197.0,85.8
2011,380000,150000,1,2,2,1396.0,90.0
2009,400000,90000,2,1,0,1794.0,138.1
2019,620000,100000,2,2,0,1193.0,88.7
2008,190000,180000,1,2,1,1399.0,67.0
2013,210000,50000,2,2,1,796.0,47.3
2012,270000,80000,1,2,2,1248.0,73.94
2014,220000,93000,2,2,1,814.0,55.2
2014,550000,11500,1,2,0,2523.0,63.0
2013,370000,120000,2,2,0,1197.0,82.85
2006,95000,100000,2,1,1,1458.625015808777,91.51791898382203
2015,650000,50000,1,2,0,2489.0,93.7
2012,550000,120000,2,2,0,1497.0,116.3
2010,225000,100000,1,2,1,1399.0,68.0
2016,280000,60000,2,2,0,814.0,55.2
2017,570000,44077,2,1,0,1499.0,110.5
2017,290000,90000,2,2,1,796.0,47.3
2018,720000,50000,1,2,1,1396.0,88.73
2017,800000,60000,1,2,0,1498.0,98.59
2012,265000,20000,2,2,2,1086.0,68.05
2010,135000,90000,2,2,2,796.0,46.3
2016,350000,70000,1,2,1,1498.0,99.0
2008,200000,80000,2,2,1,1458.625015808777,91.51791898382203
2016,490000,80000,1,2,0,1248.0,73.74
2012,450000,72000,1,2,1,1582.0,126.32
2016,950000,50000,1,2,0,1997.0,120.0
2012,355000,90000,2,2,1,1298.0,85.8
2019,700000,17000,2,2,0,1197.0,81.86
2012,459999,70000,1,2,0,2179.0,120.0
2012,350000,74000,1,2,1,1199.0,73.9
2006,85000,60000,2,2,1,796.0,46.3
2016,290000,15000,2,2,0,796.0,47.3
2019,1000000,72000,1,2,0,1498.0,98.6
2008,85000,25000,2,2,1,1193.0,64.4
2009,170000,55768,1,2,0,1405.0,71.0
2017,525000,40000,2,1,0,1197.0,81.86
2020,265000,70000,2,2,1,998.0,67.05
2018,459999,50000,2,2,0,1199.0,84.0
2017,250000,20000,2,2,0,998.0,67.05
2013,395000,70000,1,2,1,1248.0,74.0
2014,375000,60000,2,2,0,1197.0,82.0
2009,120000,120000,1,2,0,1405.0,71.0
2011,290000,110000,1,2,1,1248.0,73.9
2017,409999,60000,2,2,0,1199.0,84.0
2009,200000,30000,2,2,0,995.0,63.0
2018,900000,35000,1,2,0,1498.0,108.6
2012,450000,100000,1,2,0,1461.0,108.45
2012,650000,80000,1,2,2,2179.0,140.0
2014,300000,84000,1,2,1,1498.0,88.5
2014,425000,60000,1,2,0,1498.0,89.75
2011,200000,60000,2,2,1,1197.0,78.9
2013,450000,70000,1,2,0,2523.0,62.1
2014,600000,82500,1,2,1,2523.0,62.1
2014,550000,76000,1,2,0,2523.0,62.1
2011,180000,87000,1,2,0,1248.0,75.0
2010,300000,120000,1,2,0,2498.0,112.0
2016,350000,70000,2,2,1,1193.0,88.7
2014,465000,90000,1,2,0,1248.0,74.0
2010,200000,188000,1,2,1,1248.0,88.8
2014,350000,120000,1,2,1,1248.0,73.8
2015,650000,80000,2,2,0,1497.0,117.3
2010,150000,123278,2,2,1,1197.0,78.9
2014,560000,100000,1,2,1,1498.0,98.6
2015,625000,90000,1,2,0,1396.0,88.73
2012,220000,110000,1,2,0,1399.0,68.0
2013,250000,110000,1,2,0,1399.0,68.1
2018,575000,70000,1,2,0,1248.0,88.7
2012,200000,90000,1,2,2,2179.0,138.1
2016,262000,50000,2,2,0,796.0,47.3
2018,299000,33000,2,2,0,814.0,55.2
2015,250000,26500,2,2,0,796.0,47.3
2011,140000,60000,2,2,2,1086.0,62.1
2013,360000,70000,1,2,2,1248.0,74.0
2015,210000,80000,2,2,0,1198.0,67.06
2017,600000,60000,1,2,0,1396.0,88.73
2011,210000,100000,1,2,0,1199.0,75.0
2011,300000,80000,1,2,1,1598.0,103.6
2016,450000,35000,2,2,0,1197.0,82.0
2019,550000,10000,2,2,0,1197.0,81.86
2011,100000,80000,1,2,0,1248.0,75.0
2012,185000,50000,2,2,1,814.0,55.2
2006,80000,90000,2,2,1,1061.0,64.0
2017,295000,80000,2,2,0,796.0,47.3
2017,360000,25000,2,2,0,999.0,67.0
2014,210000,70000,2,2,0,998.0,67.1
2019,585000,80000,2,1,0,1197.0,81.86
2016,560000,50000,1,2,0,1498.0,88.7
2015,600000,70000,1,2,0,1498.0,98.6
2017,330000,60000,2,2,0,1198.0,67.0
2019,990000,15000,2,2,0,1591.0,121.3
2012,300000,90000,1,2,0,1364.0,67.1
2018,650000,28000,2,2,0,1198.0,108.5
2019,695000,20000,2,1,0,1197.0,81.86
2014,300000,60000,1,2,0,1120.0,70.0
2015,270000,22000,2,2,0,796.0,47.3
2010,185000,70000,1,2,1,2179.0,138.1
2013,200000,80000,1,2,0,1248.0,76.9
2019,459999,35000,3,2,0,998.0,58.16
2018,860000,60000,1,2,0,1497.0,108.5
2018,400000,20000,2,2,0,1199.0,84.0
2013,240000,142000,1,2,1,1248.0,73.94
2015,570000,72000,1,2,0,1248.0,74.0
2018,850000,90000,1,2,0,1498.0,98.96
2011,155000,80000,1,2,2,1399.0,68.0
2011,270000,125000,1,2,0,1396.0,90.0
2015,610000,33000,2,2,0,1373.0,91.1
2012,450000,120000,1,2,1,2179.0,120.0
2018,500000,35000,1,2,0,1186.0,73.97
2018,700000,43000,1,2,0,1498.0,98.63
2007,135000,60000,2,2,0,796.0,46.3
2012,430000,148000,1,2,1,2179.0,120.0
2014,625000,70000,1,2,1,1582.0,126.32
2011,280000,96000,2,2,0,1498.0,97.7
2015,800000,70000,1,2,0,1997.0,120.0
2012,220000,70000,1,2,1,1248.0,73.94
2017,620000,18484,2,2,0,1197.0,81.8
2011,300000,70000,1,2,0,2179.0,138.03
2010,180000,25000,2,2,1,796.0,46.3
2013,250000,120000,1,2,2,1199.0,73.9
2017,480000,55000,2,2,0,1197.0,83.14
2019,885000,10000,2,2,1,1497.0,121.31
2020,550000,60000,1,2,0,1198.0,77.0
2018,800000,30000,1,2,0,1248.0,74.02
2013,180000,65000,2,2,0,1086.0,62.1
2010,200000,27000,2,2,0,1458.625015808777,91.51791898382203
2012,380000,50000,1,2,1,1396.0,88.76
2019,520000,2560,2,1,0,1199.0,83.81
2016,330000,80000,2,2,1,998.0,67.04
2015,370000,120000,1,2,0,1248.0,73.8
2009,290000,120000,2,2,1,1497.0,116.3
2013,215000,47000,2,2,1,814.0,55.2
2012,610000,90000,1,2,0,2494.0,102.0
2013,380000,110000,1,2,1,1396.0,88.76
2012,400000,103655,1,2,1,1582.0,126.3
2018,700000,25000,2,1,1,1197.0,81.86
2014,650000,80000,1,2,0,1461.0,108.45
2014,95000,50000,2,2,1,624.0,37.5
2010,150000,110000,2,2,0,1086.0,62.0
2008,120000,80000,2,2,2,796.0,46.3
2010,180000,187000,1,2,1,1399.0,68.0
2013,325000,69000,1,2,0,1388.0,67.0
2018,950000,27000,1,2,0,1498.0,98.59
2014,500000,132000,1,2,1,1498.0,89.84
2017,725000,75000,1,2,0,1498.0,99.23
2015,500000,18000,2,2,1,1194.0,94.93
2016,650000,10000,1,2,0,1396.0,88.73
2010,285000,80000,1,2,0,1248.0,75.0
2012,200000,137000,1,2,0,1399.0,67.0
2011,295000,65000,1,2,1,1598.0,103.6
2007,160000,120000,2,2,2,1497.0,78.0
2017,450000,10000,2,1,0,998.0,67.04
2016,385000,20000,2,2,0,1198.0,67.0
2011,350000,93500,1,2,1,1388.0,67.0
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2019,558000,70000,1,2,0,1248.0,74.02
2010,165000,56000,2,2,2,1086.0,62.1
2012,300000,80000,1,2,1,1396.0,88.76
2019,500000,5000,2,2,0,1086.0,68.0
2014,640000,65000,1,2,1,1498.0,103.52
2015,900000,70000,1,2,2,2179.0,120.0
2013,450000,60000,1,2,0,1248.0,73.8
2018,825000,82000,1,2,0,1248.0,88.5
2013,500000,80000,1,2,1,2179.0,138.1
2017,325000,5000,2,2,1,1198.0,82.0
2014,450000,133000,1,2,0,1461.0,108.45
2017,675000,25000,2,2,1,1199.0,88.7
2017,415000,15000,2,2,0,1193.0,88.7
2017,1100000,40000,1,2,0,1396.0,88.7
2016,500000,35000,2,2,0,1198.0,73.75
2014,509999,70000,1,2,1,2523.0,62.1
2007,200000,152000,1,2,2,2609.0,120.0
2007,60000,100000,2,2,1,796.0,37.0
2013,500000,80000,1,2,1,1582.0,126.3
2009,45000,100000,1,2,1,1396.0,53.5
2017,270000,50000,2,2,0,799.0,53.3
2017,550000,40000,2,2,0,1197.0,81.86
2016,235000,60000,2,2,0,999.0,67.0
2018,600000,40000,2,2,0,1197.0,81.83
2015,525000,60000,1,2,0,1498.0,98.6
2012,325000,90000,1,2,0,1248.0,74.0
2014,420000,90000,1,2,0,1248.0,74.0
2014,229999,60000,2,2,1,998.0,67.1
2013,375000,80000,1,2,2,1248.0,74.0
2018,400000,40000,2,2,0,1199.0,84.0
2013,600000,91000,1,2,0,2179.0,140.0
2008,110000,80000,2,2,2,1086.0,63.0
2007,45000,73257,2,2,0,796.0,37.0
2019,722000,80000,1,2,0,2523.0,70.0
2020,500000,15000,2,2,0,1199.0,83.83
2007,250000,110000,1,2,1,1493.0,110.0
2018,950000,40000,1,2,0,1498.0,108.6
2018,780000,30000,1,2,0,1248.0,74.02
2018,575000,30000,2,2,0,1086.0,68.0
2017,563000,30000,2,2,1,1197.0,81.83
2017,450000,15000,2,2,0,1199.0,84.0
2010,320000,135000,1,2,1,1396.0,90.0
2008,375000,100000,2,2,2,1799.0,130.0
2017,400000,120000,2,2,0,1196.0,73.0
2016,315000,60000,2,2,1,999.0,67.0
2010,350000,190000,1,2,1,1248.0,73.9
2016,375000,120000,2,2,0,1196.0,73.0
2015,350000,29000,2,2,0,998.0,67.04
2011,170000,120000,3,2,2,1458.625015808777,91.51791898382203
2010,120000,120000,2,2,2,1061.0,67.0
2015,819999,90000,1,2,0,2179.0,140.0
2018,700000,30000,2,2,0,1197.0,81.83
2018,451999,30000,2,1,1,998.0,67.04
2016,500000,56000,2,2,2,1197.0,82.0
2015,500000,120000,1,2,0,1493.0,100.0
2015,490000,60000,1,2,0,1248.0,74.0
2008,200000,147000,1,2,1,1248.0,73.9
2012,240000,35000,2,2,0,998.0,67.1
2018,655000,19500,2,2,0,1197.0,81.83
2018,620000,38426,2,2,0,1197.0,81.86
2015,450000,35000,2,2,1,1197.0,83.11
2014,310000,35000,2,2,1,998.0,67.04
2007,150000,50000,2,2,2,796.0,46.3
2012,180000,120000,1,2,0,936.0,57.6
2011,150000,120000,1,2,0,1405.0,70.0
2011,160000,112000,1,2,1,1399.0,68.0
2013,600000,70000,1,2,2,2523.0,75.0
2012,380000,145000,1,2,0,1598.0,103.5
2007,120000,135000,1,2,0,1405.0,70.0
2012,135000,146000,1,2,0,1405.0,70.0
2018,610000,10000,2,2,0,1197.0,81.86
2020,260000,50000,1,2,0,1498.0,88.5
2017,500000,25000,2,2,0,1197.0,81.86
2016,220000,20000,2,2,0,999.0,67.0
2006,121000,70000,2,2,1,1799.0,130.0
2017,350000,50000,1,2,0,1396.0,69.01
2011,280000,100000,1,2,1,1396.0,90.0
2020,919999,20000,2,2,0,1198.0,108.5
2011,320000,155000,1,2,0,1396.0,90.0
2012,140000,70000,1,2,2,1399.0,68.0
2012,310000,25000,1,2,1,1248.0,88.8
2006,65000,120000,2,2,1,796.0,37.0
2013,300000,90000,1,2,0,1248.0,73.8
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2011,575000,110000,1,2,1,2179.0,140.0
2014,440000,110000,1,2,1,2179.0,138.03
2012,380000,100000,1,2,1,1248.0,74.0
2010,140000,116700,2,2,2,1368.0,90.0
2015,475000,25000,1,2,0,1248.0,74.0
2010,400000,176062,1,2,0,1248.0,75.0
2015,509999,82000,1,2,0,1498.0,98.6
2010,275000,80000,2,2,0,1086.0,68.05
2017,650000,40000,1,2,1,1248.0,73.74
2014,650000,129000,1,2,0,1461.0,108.45
2016,360000,60000,1,2,1,1248.0,91.7
2018,650000,82000,1,1,0,1498.0,108.62
2017,675000,50000,1,2,1,1248.0,73.74
2006,50000,40000,2,2,2,796.0,37.0
2017,445000,39500,2,2,0,1197.0,81.8
2018,750000,40000,1,2,0,1396.0,88.76
2012,425000,56000,1,2,1,1248.0,74.0
2017,850000,54000,1,2,0,1396.0,88.73
2016,400000,20000,2,2,1,998.0,67.04
2014,200000,55896,1,2,1,1396.0,69.0
2016,550000,35000,1,2,0,1498.0,98.6
2012,250000,97000,2,2,1,1198.0,86.8
2014,206000,120000,2,2,1,796.0,47.3
2014,290000,50000,2,2,0,814.0,55.2
2010,45000,30400,2,2,2,624.0,35.0
2012,220000,110000,1,2,2,1461.0,84.8
2010,170000,100000,2,2,0,796.0,46.3
2010,260000,120000,1,2,1,1248.0,75.0
2012,315000,130000,1,2,1,1598.0,103.6
2011,225000,76000,2,2,1,998.0,67.1
2012,420000,110000,1,2,2,1968.0,138.1
2011,525000,96000,1,2,0,2179.0,120.0
2018,670000,90000,1,1,0,1248.0,74.0
2012,220000,110000,1,2,2,1461.0,84.8
2013,250000,25000,1,2,0,1399.0,68.1
2009,229999,90000,1,2,1,1248.0,73.9
2009,229999,164000,1,2,1,1248.0,73.9
2013,300000,120000,2,2,1,1198.0,86.7
2010,165000,66000,2,2,1,998.0,66.1
2011,360000,157000,1,2,1,1582.0,126.3
2011,380000,157000,1,2,1,1582.0,126.3
2017,300000,35000,2,2,0,999.0,67.0
2008,320000,100000,1,2,1,2609.0,116.6
2016,325000,70000,2,2,1,1198.0,67.0
2010,160000,30000,1,2,1,1248.0,88.8
2018,630000,40000,1,2,0,1493.0,70.0
2020,600000,5000,2,2,0,1197.0,81.8
2014,229999,30000,2,2,1,796.0,47.3
2014,440000,70000,1,2,1,1248.0,74.0
2007,90000,60000,2,2,1,995.0,62.0
2017,750000,60000,1,2,0,1248.0,88.5
2012,330000,80000,2,2,1,1497.0,116.3
2016,715000,70000,1,2,1,1248.0,88.5
2013,250000,150000,1,2,1,1199.0,75.0
2007,120000,150000,2,2,1,1061.0,64.0
2017,850000,35000,1,1,1,1498.0,108.6
2018,450000,48000,1,2,0,1186.0,73.97
2015,600000,135000,1,2,0,1248.0,74.0
2016,280000,110000,1,2,1,1248.0,73.74
2012,465000,146000,1,2,1,1582.0,126.32
2018,350000,44000,2,2,0,796.0,47.3
2013,325000,70000,2,2,0,1197.0,78.9
2006,110000,120000,2,2,2,796.0,46.3
2013,220000,80000,1,2,0,1396.0,69.0
2015,515000,60000,1,2,0,2523.0,62.1
2018,750000,40000,2,2,0,1373.0,91.1
2018,350000,25000,2,2,0,814.0,55.2
2019,488999,15000,2,2,0,1197.0,81.86
2017,300000,27000,2,2,0,796.0,47.3
2017,650000,35000,1,2,1,1248.0,74.0
2014,250000,40000,2,2,0,998.0,66.1
2014,200000,40000,2,2,2,796.0,47.3
2012,200000,120000,1,2,0,1396.0,69.0
2016,276000,60000,2,2,0,998.0,68.05
2014,250000,40000,2,2,0,814.0,55.2
2008,95000,80000,2,2,1,796.0,46.3
2011,200000,70000,1,2,1,1396.0,70.0
2012,450000,100000,1,2,1,1582.0,126.32
2010,200000,175000,1,2,0,1396.0,69.0
2010,200000,70000,2,2,1,1197.0,78.9
2011,370000,91863,1,2,1,2523.0,62.1
2008,250000,100000,2,2,0,1193.0,65.0
2016,290000,10000,2,2,0,799.0,53.3
2018,900000,35000,1,2,0,1248.0,88.5
2013,325000,120000,1,2,1,1399.0,68.1
2016,425000,30000,2,2,0,1197.0,82.0
2016,315000,60000,2,2,0,799.0,53.3
2014,300000,70000,2,2,0,998.0,67.05
2013,325000,70000,2,2,1,1197.0,78.9
2016,900000,130000,1,2,0,1396.0,88.7
2016,950000,133000,1,2,0,1396.0,88.7
2010,320000,120000,1,2,2,1598.0,103.6
2019,500000,20000,2,2,0,999.0,75.0
2012,290000,25000,2,2,0,1196.0,70.0
2012,60000,90000,2,2,0,624.0,37.48
2009,120000,140000,2,2,2,998.0,66.1
2017,850000,103000,1,2,0,1498.0,97.9
2015,600000,128000,1,2,0,1498.0,98.6
2015,620000,33000,1,2,0,1498.0,88.8
2009,150000,70000,2,2,1,796.0,46.3
2011,150000,40000,2,2,2,1086.0,62.0
2008,135000,40000,2,2,2,1396.0,99.6
2011,200000,80000,1,2,0,1405.0,71.0
2015,730000,70000,1,2,0,1248.0,88.5
2013,800000,100000,1,2,0,2494.0,100.6
2009,300000,90000,1,2,1,2498.0,112.0
2012,190000,112000,1,2,1,1399.0,68.0
2011,350000,50000,2,2,0,1799.0,132.0
2015,509999,62000,1,2,1,1120.0,71.0
2012,400000,90000,1,2,0,1248.0,88.76
2013,800000,80000,1,2,0,2494.0,100.0
2013,250000,50000,1,2,0,1248.0,88.8
2016,930000,47552,1,2,1,1582.0,126.2
2016,720000,40000,1,2,1,1248.0,88.5
2011,225000,15000,2,2,0,1196.0,70.0
2019,950000,20000,1,2,0,1498.0,98.96
2018,530000,52000,2,2,0,1197.0,81.86
2016,470000,70000,2,2,0,1197.0,81.83
2017,650000,110000,1,2,0,2523.0,63.0
2014,540000,77500,1,2,1,2179.0,138.1
2015,459999,100000,1,2,1,1248.0,74.0
2019,325000,14700,2,2,0,799.0,53.3
2016,240000,40000,2,2,0,796.0,34.2
2017,400000,32000,2,2,1,1198.0,82.0
2009,250000,80000,2,2,0,1298.0,85.8
